scale,site,calendar_date,pixel,value
1e-4,GVE,2012-05-08,41,4694
1e-4,GVE,2012-05-24,41,6662
1e-4,GVE,2012-06-09,41,5536
1e-4,GVE,2012-06-25,41,5713
1e-4,GVE,2012-07-11,41,5693
1e-4,GVE,2012-07-27,41,5760
1e-4,GVE,2012-08-12,41,6967
1e-4,GVE,2012-08-28,41,6380
1e-4,GVE,2012-09-13,41,5128
1e-4,GVE,2012-09-29,41,5293
1e-4,GVE,2012-10-15,41,6293
1e-4,GVE,2012-10-31,41,5726
1e-4,GVE,2012-11-16,41,1447
1e-4,GVE,2012-12-02,41,42
1e-4,GVE,2012-12-18,41,3515
1e-4,GVE,2013-01-01,41,3515
1e-4,GVE,2013-01-17,41,818
1e-4,GVE,2013-02-02,41,3885
1e-4,GVE,2013-02-18,41,1714
1e-4,GVE,2013-03-06,41,3600
1e-4,GVE,2013-03-22,41,4549
1e-4,GVE,2013-04-07,41,4408
1e-4,GVE,2013-04-23,41,5223
1e-4,GVE,2013-05-09,41,5947
1e-4,GVE,2013-05-25,41,7090
1e-4,GVE,2013-06-10,41,6071
1e-4,GVE,2013-06-26,41,5478
1e-4,GVE,2013-07-12,41,5704
1e-4,GVE,2013-07-28,41,6151
1e-4,GVE,2013-08-13,41,6260
1e-4,GVE,2013-08-29,41,6742
1e-4,GVE,2013-09-14,41,6390
1e-4,GVE,2013-09-30,41,6269
1e-4,GVE,2013-10-16,41,4943
1e-4,GVE,2013-11-01,41,5201
1e-4,GVE,2013-11-17,41,8315
1e-4,GVE,2013-12-03,41,4682
1e-4,GVE,2013-12-19,41,4964
1e-4,GVE,2014-01-01,41,4964
1e-4,GVE,2014-01-17,41,3997
1e-4,GVE,2014-02-02,41,3930
1e-4,GVE,2014-02-18,41,3505
1e-4,GVE,2014-03-06,41,3288
1e-4,GVE,2014-03-22,41,5062
1e-4,GVE,2014-04-07,41,5180
1e-4,GVE,2014-04-23,41,5718
1e-4,GVE,2014-05-09,41,6411
1e-4,GVE,2014-05-25,41,5144
1e-4,GVE,2014-06-10,41,6463
1e-4,GVE,2014-06-26,41,6028
1e-4,GVE,2014-07-12,41,6657
1e-4,GVE,2014-07-28,41,6315
1e-4,GVE,2014-08-13,41,5708
1e-4,GVE,2014-08-29,41,5822
1e-4,GVE,2014-09-14,41,4252
1e-4,GVE,2014-09-30,41,4463
1e-4,GVE,2014-10-16,41,5036
1e-4,GVE,2014-11-01,41,1204
1e-4,GVE,2014-11-17,41,4298
1e-4,GVE,2014-12-03,41,8104
1e-4,GVE,2014-12-19,41,4505
1e-4,GVE,2015-01-01,41,5266
1e-4,GVE,2015-01-17,41,4027
1e-4,GVE,2015-02-02,41,4516
1e-4,GVE,2015-02-18,41,3247
1e-4,GVE,2015-03-06,41,3557
1e-4,GVE,2015-03-22,41,4715
1e-4,GVE,2015-04-07,41,5246
1e-4,GVE,2015-04-23,41,5415
1e-4,GVE,2015-05-09,41,8073
1e-4,GVE,2015-05-25,41,6820
1e-4,GVE,2015-06-10,41,7225
1e-4,GVE,2015-06-26,41,6502
1e-4,GVE,2015-07-12,41,5810
1e-4,GVE,2015-07-28,41,6131
1e-4,GVE,2015-08-13,41,5535
1e-4,GVE,2015-08-29,41,5827
