scale,site,calendar_date,pixel,value
1e-4,GUT,2023-02-02,41,6662
1e-4,GUT,2023-02-18,41,4977
1e-4,GUT,2023-03-06,41,6633
1e-4,GUT,2023-03-22,41,5692
1e-4,GUT,2023-04-07,41,7082
1e-4,GUT,2023-04-23,41,6771
1e-4,GUT,2023-05-09,41,5483
1e-4,GUT,2023-05-25,41,6234
1e-4,GUT,2023-06-10,41,5908
1e-4,GUT,2023-06-26,41,6321
1e-4,GUT,2023-07-12,41,6546
1e-4,GUT,2023-07-28,41,7577
1e-4,GUT,2023-08-13,41,7504
1e-4,GUT,2023-08-29,41,7477
1e-4,GUT,2023-09-14,41,6997
1e-4,GUT,2023-09-30,41,6883
1e-4,GUT,2023-10-16,41,6816
1e-4,GUT,2023-11-01,41,7896
1e-4,GUT,2023-11-17,41,5229
1e-4,GUT,2023-12-03,41,-122
1e-4,GUT,2023-12-19,41,7279
1e-4,GUT,2024-01-01,41,5125
1e-4,GUT,2024-01-17,41,6271
1e-4,GUT,2024-02-02,41,5457
1e-4,GUT,2024-02-18,41,6669
1e-4,GUT,2024-03-05,41,7462
1e-4,GUT,2024-03-21,41,6973
1e-4,GUT,2024-04-06,41,5987
1e-4,GUT,2024-04-22,41,6486
1e-4,GUT,2024-05-08,41,7070
1e-4,GUT,2024-05-24,41,7073
1e-4,GUT,2024-06-09,41,6411
1e-4,GUT,2024-06-25,41,7068
1e-4,GUT,2024-07-11,41,7397
1e-4,GUT,2024-07-27,41,7063
1e-4,GUT,2024-08-12,41,6998
1e-4,GUT,2024-08-28,41,6740
1e-4,GUT,2024-09-13,41,7246
1e-4,GUT,2024-09-29,41,7292
1e-4,GUT,2024-10-15,41,2608
1e-4,GUT,2024-10-31,41,8377
1e-4,GUT,2024-11-16,41,6303
1e-4,GUT,2024-12-02,41,6316
1e-4,GUT,2024-12-18,41,6129
