scale,site,calendar_date,pixel,value
1e-4,LUZ,2011-03-06,41,4285
1e-4,LUZ,2011-03-22,41,4434
1e-4,LUZ,2011-04-07,41,5358
1e-4,LUZ,2011-04-23,41,5282
1e-4,LUZ,2011-05-09,41,6419
1e-4,LUZ,2011-05-25,41,5542
1e-4,LUZ,2011-06-10,41,5842
1e-4,LUZ,2011-06-26,41,6255
1e-4,LUZ,2011-07-12,41,5301
1e-4,LUZ,2011-07-28,41,5837
1e-4,LUZ,2011-08-13,41,5985
1e-4,LUZ,2011-08-29,41,5927
1e-4,LUZ,2011-09-14,41,5192
1e-4,LUZ,2011-09-30,41,5374
1e-4,LUZ,2011-10-16,41,4628
1e-4,LUZ,2011-11-01,41,3226
1e-4,LUZ,2011-11-17,41,4742
1e-4,LUZ,2011-12-03,41,3804
1e-4,LUZ,2011-12-19,41,4773
1e-4,LUZ,2012-01-01,41,4773
1e-4,LUZ,2012-01-17,41,3501
1e-4,LUZ,2012-02-02,41,-79
1e-4,LUZ,2012-02-18,41,4218
1e-4,LUZ,2012-03-05,41,3864
1e-4,LUZ,2012-03-21,41,4323
1e-4,LUZ,2012-04-06,41,3468
1e-4,LUZ,2012-04-22,41,3760
1e-4,LUZ,2012-05-08,41,5594
1e-4,LUZ,2012-05-24,41,5482
1e-4,LUZ,2012-06-09,41,5437
1e-4,LUZ,2012-06-25,41,5220
1e-4,LUZ,2012-07-11,41,6274
1e-4,LUZ,2012-07-27,41,5017
1e-4,LUZ,2012-08-12,41,5575
1e-4,LUZ,2012-08-28,41,6025
1e-4,LUZ,2012-09-13,41,6000
1e-4,LUZ,2012-09-29,41,986
1e-4,LUZ,2012-10-15,41,4772
1e-4,LUZ,2012-10-31,41,4894
1e-4,LUZ,2012-11-16,41,4399
1e-4,LUZ,2012-12-02,41,92
1e-4,LUZ,2012-12-18,41,3423
1e-4,LUZ,2013-01-01,41,123
1e-4,LUZ,2013-01-17,41,4790
1e-4,LUZ,2013-02-02,41,5960
1e-4,LUZ,2013-02-18,41,760
1e-4,LUZ,2013-03-06,41,2610
1e-4,LUZ,2013-03-22,41,3854
1e-4,LUZ,2013-04-07,41,4012
1e-4,LUZ,2013-04-23,41,5191
1e-4,LUZ,2013-05-09,41,5132
1e-4,LUZ,2013-05-25,41,5640
1e-4,LUZ,2013-06-10,41,5457
1e-4,LUZ,2013-06-26,41,5040
1e-4,LUZ,2013-07-12,41,5817
1e-4,LUZ,2013-07-28,41,5689
1e-4,LUZ,2013-08-13,41,6020
1e-4,LUZ,2013-08-29,41,4952
1e-4,LUZ,2013-09-14,41,5360
1e-4,LUZ,2013-09-30,41,5761
1e-4,LUZ,2013-10-16,41,5579
1e-4,LUZ,2013-11-01,41,4712
1e-4,LUZ,2013-11-17,41,3896
1e-4,LUZ,2013-12-03,41,4683
1e-4,LUZ,2013-12-19,41,5478
1e-4,LUZ,2014-01-01,41,3813
1e-4,LUZ,2014-01-17,41,4751
1e-4,LUZ,2014-02-02,41,4352
1e-4,LUZ,2014-02-18,41,4174
1e-4,LUZ,2014-03-06,41,4515
1e-4,LUZ,2014-03-22,41,4272
1e-4,LUZ,2014-04-07,41,4944
1e-4,LUZ,2014-04-23,41,5997
1e-4,LUZ,2014-05-09,41,5085
1e-4,LUZ,2014-05-25,41,5040
1e-4,LUZ,2014-06-10,41,5760
1e-4,LUZ,2014-06-26,41,5186
1e-4,LUZ,2014-07-12,41,6206
1e-4,LUZ,2014-07-28,41,6633
1e-4,LUZ,2014-08-13,41,5413
1e-4,LUZ,2014-08-29,41,6469
1e-4,LUZ,2014-09-14,41,5731
1e-4,LUZ,2014-09-30,41,5061
1e-4,LUZ,2014-10-16,41,5666
1e-4,LUZ,2014-11-01,41,5476
1e-4,LUZ,2014-11-17,41,7307
1e-4,LUZ,2014-12-03,41,4249
1e-4,LUZ,2014-12-19,41,4259
1e-4,LUZ,2015-01-01,41,5074
1e-4,LUZ,2015-01-17,41,238
1e-4,LUZ,2015-02-02,41,78
1e-4,LUZ,2015-02-18,41,3948
1e-4,LUZ,2015-03-06,41,3424
1e-4,LUZ,2015-03-22,41,3350
1e-4,LUZ,2015-04-07,41,3806
1e-4,LUZ,2015-04-23,41,4749
1e-4,LUZ,2015-05-09,41,6498
1e-4,LUZ,2015-05-25,41,6070
1e-4,LUZ,2015-06-10,41,5960
1e-4,LUZ,2015-06-26,41,5680
1e-4,LUZ,2015-07-12,41,6044
1e-4,LUZ,2015-07-28,41,5360
1e-4,LUZ,2015-08-13,41,5575
1e-4,LUZ,2015-08-29,41,5267
1e-4,LUZ,2015-09-14,41,4686
1e-4,LUZ,2015-09-30,41,5256
1e-4,LUZ,2015-10-16,41,4262
1e-4,LUZ,2015-11-01,41,5122
1e-4,LUZ,2015-11-17,41,4360
1e-4,LUZ,2015-12-03,41,5105
1e-4,LUZ,2015-12-19,41,4630
1e-4,LUZ,2016-01-01,41,8235
1e-4,LUZ,2016-01-17,41,5303
